Date,Hour,DateTime,Temprature,RelativeHumidity,MeanSeaLevelPressure,HighTotalPPT,LowTotalPpt,HighSnowAmt,LowSnowAmt,TotalCloudCover,HighCloudCover,MediumCloudCover,LowCloudCover,SunshineDuration,ShortWaveRadiation,WindSpeedab10,WindDirectionab10,WindSpeedab80,WindDirectionab80,WindSpeedab900mb,WindDirectrionab900mb,WindGust
2019/2/9,0,,7.59,94,1019.1,1.5,3,0,0,100,0,69,100,-999,0,6.57,9.46,8.28,360,6.16,6.71,10.8
2019/2/9,1,,8.02,92,1017.7,0.2,3.5,0,0,100,0,100,100,0,0,8.12,77.2,14.58,57.09,7.75,68.2,13.32
2019/2/9,2,,8.92,84,1016.1,0.3,2.8,0,0,100,0,100,100,0,0,10.18,81.87,26.98,71.32,17.11,75.38,15.84
2019/2/9,3,,8.12,84,1015.9,1.1,2.2,0,0,100,5,100,100,0,0,14.35,72.47,31.35,74.69,24.02,70.75,24.84
2019/2/9,4,,7.24,91,1016.2,1.9,2.5,0,0,100,0,100,100,0,0,10.93,72.76,24.09,80.54,18,78.47,20.52
2019/2/9,5,,7.18,93,1016.3,1.7,2.5,0,0,100,0,100,100,0,0,9.69,74.93,18.16,76.24,14.33,78.41,19.08
2019/2/9,6,,7.2,93,1016.6,1.3,2.8,0,0,100,0,100,78,0,0,9.18,78.69,14.84,75.96,12.78,80.27,20.52
2019/2/9,7,,8.16,88,1017.1,0.2,2.4,0,0,12,0,12,10,0,36.49,10.31,77.91,13.1,74.05,12.92,77.12,23.76
2019/2/9,8,,9.75,83,1017.7,0,2,0,0,100,0,5,100,52.34,270.56,12.77,68.5,15.79,65.77,14.71,68.46,19.08
2019/2/9,9,,9.41,83,1018.7,0.5,1.7,0,0,100,0,100,100,0,218.94,8.4,99.87,11.97,96.91,10.95,99.46,9.36
2019/2/9,10,,9.34,80,1018.6,1,1.6,0,0,100,0,100,100,0,99.68,5.04,180,6.44,153.43,6.12,151.93,5.04
2019/2/9,11,,9.45,75,1018.5,1.1,0.7,0,0,100,0,100,100,0,131.72,2.19,260.54,1.48,165.96,1.14,161.57,4.68
2019/2/9,12,,9.32,73,1018.5,1,1.2,0,0,100,0,100,100,0,129.05,1.02,225,3.32,130.6,3.32,130.6,5.4
2019/2/9,13,,9.57,70,1017.9,0.1,0.7,0,0,100,0,100,100,0,170.88,3.4,147.99,7.13,135,7.39,136.97,5.4
2019/2/9,14,,10.88,65,1016.2,0,0.4,0,0,100,0,100,0,0,349.77,4.07,135,6.7,126.25,6.41,128.16,5.04
2019/2/9,15,,11.41,63,1015.3,0,0.2,0,0,100,0,100,4,0,378.25,3.32,319.4,2.62,344.05,2.55,351.87,7.56
2019/2/9,16,,10.7,68,1016,0,0,0,0,100,0,100,100,0,258.99,13.85,297.9,15.81,300.07,15.19,301.43,15.12
2019/2/9,17,,9.08,67,1016.6,0,0.3,0,0,10,0,0,10,0,63.19,22.46,276.44,32.74,278.22,28,278.13,17.64
2019/2/9,18,,6.77,81,1017.7,0,0,0,0,2,0,0,2,5.71,0,14.06,267.06,26.64,270,18.06,265.43,16.92
2019/2/9,19,,6.77,79,1017.9,0,0,0,0,2,0,0,2,0,0,8.83,258.23,22.46,276.44,10.39,255.96,12.24
2019/2/9,20,,6.83,79,1018.2,0,0,0,0,7,0,0,7,0,0,7.57,272.73,22.18,283.13,8.29,272.49,12.24
2019/2/9,21,,6.7,86,1018.6,0,0,0,0,11,0,0,11,0,0,6.12,298.07,16.28,288.03,6.62,292.38,11.52
2019/2/9,22,,6.3,90,1018.8,0,0,0,0,76,0,0,76,0,0,4.33,318.37,11.11,294.9,4.61,308.66,10.08
2019/2/9,23,,7.14,87,1019.1,0,0,0,0,100,0,0,100,0,0,4.58,315,11.3,292.48,5,300.26,10.08
2019/2/10,0,,7.33,90,1019.1,0,0,0,0,100,0,0,100,0,0,5.12,309.29,11.27,296.57,5.5,301.61,10.08
2019/2/10,1,,7.02,95,1019.2,0,0,0,0,100,0,0,100,0,0,6.49,303.69,10.25,288.43,6.92,297.9,12.6
2019/2/10,2,,6.35,95,1019.2,0,0,0,0,100,0,0,100,0,0,4.9,306.03,7.59,275.44,5.01,291.04,9
2019/2/10,3,,5.86,95,1019.2,0,0,0,0,100,0,0,100,0,0,4.2,300.96,5.86,259.38,4.02,280.3,8.64
2019/2/10,4,,5.74,95,1019.6,0,0,0,0,100,0,0,100,0,0,3.32,319.4,3.4,237.99,1.94,291.8,5.76
2019/2/10,5,,5.17,95,1020.6,0,0,0,0,100,0,0,100,0,0,1.44,360,2.97,194.04,1.14,161.57,4.68
2019/2/10,6,,4.97,95,1021.2,0,0,0,0,100,0,0,100,0,0,1.84,78.69,4.21,160.02,4.84,131.99,6.84
2019/2/10,7,,6.24,91,1020.9,0,0,0,0,0,0,0,0,0,80.99,1.8,90,5.62,140.19,5.9,127.57,5.4
2019/2/10,8,,10.58,65,1019.6,0,0,0,0,0,0,0,0,60,303.49,1.48,75.96,4.45,104.04,5.51,101.31,1.8
2019/2/10,9,,14.26,41,1019.1,0,0,0,0,0,0,0,0,60,499.29,0.51,45,3.24,90,3.6,90,2.16
2019/2/10,10,,16.75,30,1018.2,0,0,0,0,0,0,0,0,60,653.26,1.84,281.31,0.72,360,1.14,341.57,4.68
2019/2/10,11,,18.47,27,1017.5,0,0,0,0,0,0,0,0,60,751.16,3.42,288.43,3.32,319.4,3.83,318.81,7.92
2019/2/10,12,,19.44,27,1016.9,0,0,0,0,0,0,0,0,60,784.98,5.82,291.8,6.92,308.66,7.42,309.09,9.36
2019/2/10,13,,19.65,29,1016.5,0,0,0,0,0,0,0,0,60,753.83,8.85,296.57,11.38,304.7,11.59,306.16,12.24
2019/2/10,14,,19.1,33,1016.1,0,0,0,0,0,0,0,0,60,660.38,11.27,296.57,15,300.26,15,300.26,12.6
2019/2/10,15,,17.96,39,1016,0,0,0,0,1.2,4,0,0,60,517.98,12.72,295.11,16.6,294.34,16.6,294.34,10.8
2019/2/10,16,,16.29,46,1017,0,0,0,0,0,0,0,0,59.23,333.75,13.05,294.44,15.94,288.43,16.06,289.65,11.16
2019/2/10,17,,11.83,54,1019.1,0,0,0,0,0,0,0,0,60,113.03,9.18,295.56,13.36,284.04,10.59,279.78,9.72
2019/2/10,18,,10.56,61,1020,0,0,0,0,100,100,100,0,7.13,0,6.76,295.2,9.35,285.64,4.8,257.01,8.64
2019/2/10,19,,10.01,65,1020.5,0,0,0,0,30,100,12,0,0,0,3.08,290.56,2.9,277.13,2.52,180,4.68
2019/2/10,20,,9.44,70,1020.8,0,0,0,0,48,100,48,0,0,0,0.51,315,0.8,116.57,3.32,130.6,2.16
2019/2/10,21,,9.23,75,1020.9,0,0,0,0,53,100,53,0,0,0,0.72,90,2.74,113.2,3.88,111.8,3.24
2019/2/10,22,,9.31,78,1020.6,0,0,0,0,39,100,39,0,0,0,1.8,90,3.32,102.53,4.32,90,4.68
2019/2/10,23,,9.62,77,1020.3,0,0,0,0,83,100,83,0,0,0,2.55,81.87,4.32,90,5.04,90,4.32
2019/2/11,0,,9.78,75,1020.2,0,0,0,0,100,100,100,0,0,0,2.62,74.05,5.04,90,5.76,90,3.6
2019/2/11,1,,9.99,72,1020,0,0,0,0,100,100,100,0,0,0,2.55,81.87,5.45,97.59,6.49,93.18,2.52
2019/2/11,2,,10.17,70,1019.6,0,0,0,0,100,100,100,0,0,0,2.52,90,6.99,101.89,7.7,100.78,2.52
2019/2/11,3,,10.11,68,1019.4,0,0,0,0,100,100,100,0,0,0,4.32,90,9.75,94.24,10.24,100.12,4.68
2019/2/11,4,,9.49,70,1019.5,0,0,0,0,100,0,100,0,0,0,7.17,107.53,13.71,103.67,12.98,109.44,6.84
2019/2/11,5,,10.07,67,1020,0,0,0,0,100,0,100,0,0,0,4.33,131.63,9.5,114.62,9.83,118.44,3.24
2019/2/11,6,,10.25,67,1020.6,0,0,0,0,100,0,100,0,0,0,1.8,126.87,6.03,107.35,6.76,115.2,0.72
2019/2/11,7,,12.13,61,1021.2,0,0,0,0,100,0,100,0,0,86.33,3.76,106.7,8.91,104.04,8.31,107.65,2.52
2019/2/11,8,,14.9,49,1021.3,0,0,0,0,100,0,100,0,0,278.57,1.94,111.8,5.94,104.04,5.45,97.59,2.52
2019/2/11,9,,16.26,41,1021.5,0,0,0,0,100,0,100,0,0,428.09,0.8,63.43,3.32,77.47,3.22,63.43,3.96
2019/2/11,10,,17.69,34,1020.6,0,0,0,0,100,0,100,0,0,572.27,1.8,323.13,2.9,352.87,3.32,347.47,6.48
2019/2/11,11,,18.74,31,1019.7,0,0,0,0,100,0,100,0,0,656.82,3.83,311.19,5.62,320.19,6.11,315,7.2
2019/2/11,12,,19.49,32,1019,0,0,0,0,100,0,100,0,0,698.65,9.23,290.56,12.56,297.3,13.04,297.98,12.6
2019/2/11,13,,19.47,35,1018.5,0,0,0,0,100,0,100,0,0,707.55,15.98,292.52,21.09,297.44,21.26,298.3,15.84
2019/2/11,14,,18.59,40,1018.1,0,0,0,0,100,0,100,0,0,534,16.78,292.71,22.23,294.9,22.23,294.9,13.68
2019/2/11,15,,18.05,46,1017.7,0,0,0,0,73,0,73,0,0,443.22,17.32,290.7,20.61,289.38,20.61,289.38,13.32
2019/2/11,16,,16.65,54,1018.4,0,0,0,0,77,0,77,0,13.4,331.08,17.19,289.57,20.18,285.52,19.83,285.8,21.96
2019/2/11,17,,13.04,70,1019.4,0,0,0,0,1.2,4,0,0,10.85,120.15,10.31,294.78,18.35,285.95,15.89,283.09,9.72
2019/2/11,18,,11.6,77,1020,0,0,0,0,0.3,1,0,0,7.77,0,8.22,298.81,15.38,290.56,9.18,281.31,14.76
2019/2/11,19,,10.84,82,1020.4,0,0,0,0,0,0,0,0,0,0,5.5,301.61,10.32,299.25,4.8,282.99,7.2
2019/2/11,20,,10.09,88,1020.9,0,0,0,0,3.9,13,0,0,0,0,3.1,305.54,6.19,305.54,2.1,300.96,5.04
2019/2/11,21,,9.36,95,1021.3,0,0,0,0,0.6,2,0,0,0,0,2.31,321.34,5.12,309.29,1.53,315,2.52
2019/2/11,22,,9.31,97,1021.4,0,0,0,0,1.5,5,0,0,0,0,1.84,348.69,3.4,327.99,1.84,11.31,0.36
2019/2/11,23,,8.95,98,1021.7,0,0,0,0,0,0,0,0,0,0,1.8,360,2.55,351.87,1.94,21.8,0.36
2019/2/12,0,,8.77,99,1022.1,0,0,0,0,6,0,6,0,0,0,3.24,360,3.6,360,3.26,6.34,2.16
2019/2/12,1,,8.54,95,1022.1,0,0,0,0,5.7,19,0,0,0,0,3.67,11.31,5,30.26,3.4,32.01,4.32
2019/2/12,2,,8.39,95,1021.5,0,0,0,0,11.4,38,0,0,0,0,2.9,29.74,5.35,47.73,3.22,63.43,3.96
2019/2/12,3,,8.62,96,1021,0,0,0,0,11,17,11,0,0,0,2.81,39.81,5.19,56.31,3.55,66.04,3.6
2019/2/12,4,,8.98,91,1021,0,0,0,0,20,57,20,0,0,0,2.81,50.19,6.03,72.65,4.8,77.01,3.6
2019/2/12,5,,9.01,89,1021.3,0,0,0,0,4.2,14,0,0,0,0,2.97,75.96,7.2,90,6.84,90,3.24
2019/2/12,6,,9.14,85,1021.8,0,0,0,0,0,0,0,0,2.55,0,3.89,56.31,7.95,84.81,8.31,85.03,3.96
2019/2/12,7,,11.07,70,1022.3,0,0,0,0,0,0,0,0,60,85.44,4.9,72.9,9.36,90,9.36,90,7.92
2019/2/12,8,,15.5,52,1021.6,0,0,0,0,0,0,0,0,60,298.15,3.62,84.29,8.35,97.43,7.2,90,5.76
2019/2/12,9,,17.84,39,1021.7,0,0,0,0,0,0,0,0,60,489.5,0.36,180,2.19,99.46,1.48,75.96,7.2
2019/2/12,10,,19.54,34,1020.9,0,0,0,0,0,0,0,0,60,640.8,5.04,270,5.59,284.93,6.38,286.39,11.52
2019/2/12,11,,20.66,33,1020.4,0,0,0,0,0,0,0,0,60,738.7,8.71,277.13,12.41,286.86,12.86,287.93,14.4
2019/2/12,12,,21.12,33,1020,0,0,0,0,3.9,13,0,0,60,772.52,13.21,287.45,19.19,293.2,19.67,293.75,15.84
2019/2/12,13,,21.07,35,1019.6,0,0,0,0,0,0,0,0,57.51,741.37,16.06,289.65,22.26,292.83,22.74,293.32,15.48
2019/2/12,14,,20.67,38,1018.8,0,0,0,0,2,0,2,0,60,653.26,16.85,289.98,22,291.1,22.46,291.63,14.76
2019/2/12,15,,20,40,1018.2,0,0,0,0,9.6,32,0,0,58.72,517.98,16.97,287.28,20.83,288.12,20.95,289.06,13.68
2019/2/12,16,,18.84,43,1018.7,0,0,0,0,11.1,37,5,0,53.87,337.31,16.17,286.82,19.93,286.8,19.59,287.1,12.24
2019/2/12,17,,14.89,57,1019.8,0,0,0,0,0,0,0,0,52.91,125.49,8.89,291.37,15.03,286.7,13.45,285.52,8.28
2019/2/12,18,,13.4,67,1020.9,0,0,0,0,0,0,0,0,8.6,0,7.73,297.76,13.21,287.45,9.11,279.09,11.52
2019/2/12,19,,12.93,72,1021.6,0,0,0,0,0,0,0,0,0,0,4.9,306.03,7.97,288.43,3.96,270,8.28
2019/2/12,20,,12.14,77,1022.2,0,0,0,0,0,0,0,0,0,0,3.05,315,4.1,285.26,1.14,251.57,4.32
2019/2/12,21,,11.69,80,1022.9,0,0,0,0,13,0,0,13,0,0,3.08,339.44,1.8,306.87,1.14,18.43,5.04
2019/2/12,22,,11.24,84,1023.1,0,0,0,0,40,0,0,40,0,0,2.88,360,1.02,45,2.31,51.34,4.68
2019/2/12,23,,10.77,91,1023.1,0,0,0,0,63,0,0,63,0,0,2.74,23.2,2.88,90,3.08,69.44,2.16
2019/2/13,0,,10.18,99,1023.2,0,0,0,0,68,5,0,68,0,0,2.9,29.74,3.96,90,3.67,78.69,2.88
2019/2/13,1,,9.64,100,1023,0,0,0,0,48,17,0,48,0,0,2.81,39.81,5.05,94.09,4.33,85.24,1.8
2019/2/13,2,,9.89,98,1022.6,0,0,0,0,3,3,0,3,0,0,2.81,50.19,6.29,103.24,5.04,90,1.8
2019/2/13,3,,9.88,96,1022.2,0,0,0,0,3,2,0,3,0,0,2.9,60.26,6.99,101.89,5.45,97.59,6.48
2019/2/13,4,,9.62,96,1022.3,0,0,0,0,3,7,0,3,0,0,3.32,77.47,7.59,95.44,6.73,105.52,8.64
2019/2/13,5,,9.34,95,1022.5,0,0,0,0,2,0,0,2,0,0,3.6,90,8.29,92.49,7.75,111.8,9
2019/2/13,6,,9.06,95,1022.8,0,0,0,0,2,2,0,2,3.35,0,3.62,95.71,8.71,97.13,8.22,118.81,9
2019/2/13,7,,11.49,82,1022.5,0,0,0,0,0.3,1,0,0,58.72,95.23,3.62,95.71,9.06,96.84,8.09,110.85,7.92
2019/2/13,8,,16.6,54,1021.5,0,0,0,0,0,0,0,0,59.81,303.49,2.52,90,7.21,92.86,5.4,90,5.04
2019/2/13,9,,18.87,41,1021.2,0,0,0,0,0,0,0,0,60,490.39,0.51,315,1.8,53.13,1.8,360,6.84
2019/2/13,10,,20.46,37,1020.4,0,0,0,0,0,0,0,0,60,641.69,4.33,274.76,5.48,293.2,6.76,295.2,11.52
2019/2/13,11,,21.57,36,1019.7,0,0,0,0,0,0,0,0,60,738.7,6.99,281.89,11.17,290.77,11.97,291.16,13.32
2019/2/13,12,,22.2,36,1018.9,0,0,0,0,0,0,0,0,60,774.3,10.48,285.95,15.98,292.52,16.6,294.34,14.04
2019/2/13,13,,22.21,37,1018,0,0,0,0,0,0,0,0,60,746.71,13.91,291.25,20.62,294.78,21.1,295.25,14.76
2019/2/13,14,,21.75,39,1017.1,0,0,0,0,0,0,0,0,60,656.82,15.65,293.03,22.08,294.06,22.55,294.52,14.76
2019/2/13,15,,20.99,41,1016.5,0,0,0,0,0,0,0,0,60,516.2,15.72,290.1,20.73,290.32,20.86,291.25,14.04
2019/2/13,16,,19.81,46,1016.9,0,0,0,0,0,0,0,0,60,330.19,15.03,286.7,18.79,286.7,18.45,287.02,11.52
2019/2/13,17,,15.97,61,1017.9,0,0,0,0,5,9,4,5,60,119.26,10.25,288.43,17.81,284.04,16.17,281.56,8.64
2019/2/13,18,,14.24,72,1018.7,0,0,0,0,0,0,0,0,8.83,0.89,8.89,291.37,15.83,287.2,10.95,279.46,10.8
2019/2/13,19,,13.14,80,1019.4,0,0,0,0,0,0,0,0,0,0,5.9,307.57,9.73,308.99,5.32,298.3,9
2019/2/13,20,,12.4,86,1019.9,0,0,0,0,9.9,33,0,0,0,0,1.84,348.69,4.1,344.74,1.08,360,6.12
2019/2/13,21,,12.22,86,1020.2,0,0,0,0,30,100,11,0,0,0,1.48,75.96,2.1,59.04,2.16,90,2.16
2019/2/13,22,,12.5,83,1019.8,0,0,0,0,100,100,100,0,0,0,1.84,78.69,2.9,82.87,2.9,82.87,3.24
2019/2/13,23,,12.68,81,1019.4,0,0,0,0,100,100,100,0,0,0,2.41,63.43,2.97,75.96,3.55,66.04,2.88
2019/2/14,0,,12.74,78,1019.1,0,0,0,0,100,100,100,0,0,0,2.74,66.8,2.97,75.96,3.76,73.3,1.8
2019/2/14,1,,12.74,76,1018.8,0,0,0,0,100,100,100,0,0,0,2.9,82.87,3.62,84.29,4.32,90,1.44
2019/2/14,2,,12.63,73,1018.3,0,0,0,0,30,100,26,0,0,0,3.26,83.66,4.68,90,5.51,101.31,1.8
2019/2/14,3,,12.44,71,1017.9,0,0,0,0,30,100,0,0,0,0,3.96,90,6.12,90,6.73,105.52,2.52
2019/2/14,4,,12.19,69,1018.1,0,0,0,0,10.8,36,3,0,0,0,4.68,90,7.95,95.19,7.97,108.43,3.24
2019/2/14,5,,12.11,67,1018.3,0,0,0,0,53,100,53,0,0,0,5.4,90,9.06,96.84,9,106.26,3.96
2019/2/14,6,,12.28,64,1018.7,0,0,0,0,84,100,84,0,1.83,0,5.41,93.81,9.89,100.49,9.79,107.1,3.96
2019/2/14,7,,14.54,57,1019,0,0,0,0,100,100,100,0,6.38,88.11,5.05,94.09,10.18,98.13,9,106.26,3.6
2019/2/14,8,,18,45,1018.5,0,0,0,0,100,100,100,0,0,280.35,4.74,98.75,9.26,103.5,7.64,98.13,1.8
2019/2/14,9,,19.88,39,1018.2,0,0,0,0,100,100,100,0,0,451.23,4.35,114.44,6.83,108.43,5.94,104.04,5.76
2019/2/14,10,,21.42,34,1017.4,0,0,0,0,100,100,100,0,0,595.41,1.94,158.2,1.3,123.69,1.08,90,7.2
2019/2/14,11,,22.28,34,1016.8,0,0,0,0,100,100,100,0,0,621.22,1.84,281.31,4.33,311.63,4.58,315,12.96
2019/2/14,12,,22.56,35,1016.2,0,0,0,0,100,100,100,0,0,614.99,3.98,275.19,8.29,304.38,8.79,304.99,13.68
2019/2/14,13,,21.34,40,1016,0.1,0,0,0,80,100,80,80,0,441.44,6.16,276.71,11.44,298.18,11.75,297.35,12.24
2019/2/14,14,,20.26,44,1015.7,0.4,0,0,0,100,100,100,82,8.94,162.87,9.66,296.57,16.18,302.28,16.3,300.53,12.6
2019/2/14,15,,20.44,45,1015.3,0.2,0,0,0,100,100,100,72,0,200.25,11.38,304.7,17.15,309.04,16.92,308.09,12.6
2019/2/14,16,,19.41,51,1015.6,0,0,0,0,100,100,100,0,0,121.04,7.29,290.22,10.5,300.96,10.32,299.25,10.8
2019/2/14,17,,17.04,66,1016.9,0.6,0,0,0,100,100,100,87,0,39.16,16.42,285.26,22.61,279.16,20.32,277.13,10.08
2019/2/14,18,,15.8,76,1017.7,0,0,0,0,100,99,100,4,0,0,15.98,284.35,20.83,279.95,16.7,277.43,16.92
2019/2/14,19,,14.27,89,1019.8,0.2,0,0,0,100,34,100,100,0,0,16.27,294.86,22.17,302.4,18.53,299.05,21.24
2019/2/14,20,,13.53,95,1020.3,0,0,0,0,100,45,10,100,0,0,14.48,325.12,19.35,313.49,14.76,315,11.52
2019/2/14,21,,12.76,94,1020,0,0,0,0,100,99,100,2,0,0,4.58,315,5.51,281.31,6.15,249.44,12.6
2019/2/14,22,,12.83,93,1018.6,0,0,0,0,100,100,100,0,0,0,3.22,116.57,5.35,109.65,7.79,146.31,5.76
2019/2/14,23,,13.25,87,1017.8,0,0,0,0,100,100,100,2,0,0,4.1,105.26,6.85,93.01,7.9,120.07,6.84
2019/2/15,0,,13.89,75,1017.6,0,0,0,0,100,100,100,18,0,0,1.94,201.8,4.68,180,3.88,158.2,17.64
2019/2/15,1,,13.71,67,1017.4,0,0,0,0,100,100,100,25,0,0,7.64,188.13,13.98,191.89,11.54,176.42,14.04
2019/2/15,2,,13.66,66,1017.4,0,0,0,0,100,100,100,16,0,0,5.35,160.35,7.92,180,9.34,152.45,4.32
2019/2/15,3,,13.2,65,1016.8,0,0,0,0,9.3,31,9,0,0,0,6.16,83.29,7.56,90,8.05,100.3,5.76
2019/2/15,4,,13.06,64,1016.9,0,0,0,0,60,100,60,0,0,0,2.9,60.26,5.51,78.69,4.33,94.76,3.96
2019/2/15,5,,12.97,63,1017.2,0,0,0,0,74,75,74,0,0,0,3.67,348.69,3.26,353.66,2.55,8.13,3.24
2019/2/15,6,,12.11,66,1017.8,0,0,0,0,8,15,8,0,1.06,0,3.96,360,2.97,345.96,3.42,18.43,3.24
2019/2/15,7,,13.71,64,1018.3,0,0,0,0,100,100,100,0,54.89,99.68,2.81,39.81,2.16,90,4.21,70.02,2.52
2019/2/15,8,,16.69,55,1018.1,0,0.1,0,0,42,1,42,0,0,289.25,2.1,120.96,3.55,113.96,3.32,102.53,3.24
2019/2/15,9,,18.87,47,1018,0,0,0,0,13,43,13,0,33.19,493.95,2.19,189.46,1.8,180,1.44,180,5.76
2019/2/15,10,,19.04,43,1017.7,0,0,0,0,100,100,100,10,51.7,524.21,4.32,270,5.69,288.43,6.38,286.39,13.32
2019/2/15,11,,19.03,40,1018,0,0.7,0,0,100,100,100,61,0,243.86,5.8,277.13,8.65,286.93,9.35,285.64,13.32
2019/2/15,12,,18.82,39,1017.8,0.1,0.9,0,0,100,100,100,67,0,258.1,5.69,288.43,8.4,300.96,8.85,296.57,12.6
2019/2/15,13,,18.62,39,1017.2,0.1,1,0,0,100,100,100,71,0,259.88,7.9,300.07,11.75,310.03,11.81,307.57,13.68
2019/2/15,14,,19.32,38,1016.2,0,0.7,0,0,100,100,100,61,0,312.39,8.79,304.99,12.98,313.88,12.98,313.88,14.04
2019/2/15,15,,18.94,38,1015.6,0,0,0,0,100,0,100,61,0,299.93,11.44,294.15,14.51,299.74,14.51,299.74,14.04
2019/2/15,16,,18.08,40,1015.8,0,0,0,0,38,82,38,0,0,263.44,12.18,288.97,14.71,291.54,14.71,291.54,12.24
2019/2/15,17,,16.5,51,1015.6,0,0,0,0,100,100,100,0,35.74,50.73,12.57,283.24,17.87,279.27,14.62,279.93,12.24
2019/2/15,18,,15.51,55,1016.2,0,0,0,0,100,100,100,61,0,0.89,9.96,282.53,17.9,285.15,11.72,280.62,13.32
2019/2/15,19,,14.55,59,1017.2,0,0,0,0,100,96,100,100,0,0,9.23,290.56,16.42,296,11.5,290.14,10.44
2019/2/15,20,,14.11,61,1018.2,0,0,0,0,100,100,100,16,0,0,5.96,295.02,10.5,300.96,6.76,295.2,7.92
2019/2/15,21,,13.67,60,1018.6,0,0,0,0,100,100,100,26,0,0,3.76,343.3,5.35,340.35,2.88,360,6.12
2019/2/15,22,,13.32,58,1018.3,0,0,0,0,100,100,100,100,0,0,2.16,360,2.55,8.13,1.3,33.69,3.24
2019/2/15,23,,13.19,58,1018.2,0,0,0,0,100,100,100,100,0,0,2.6,236.31,1.94,201.8,3.08,200.56,3.24
2019/2/16,0,,12.94,63,1018.2,0,0,0,0,100,100,100,100,0,0,6.61,240.64,8.65,225,7.9,223.15,10.08
2019/2/16,1,,12.92,69,1018.2,0,0,0,0,100,100,100,100,0,0,6.13,266.63,5.69,251.57,5.5,238.39,7.92
2019/2/16,2,,12.67,70,1017.7,0,0,0,0,100,100,100,100,0,0,5.24,285.95,3.89,303.69,1.84,258.69,7.92
2019/2/16,3,,12.36,69,1017.6,0,0,0,0,100,42,100,100,0,0,5.45,262.41,3.42,251.57,3.88,201.8,6.48
2019/2/16,4,,11.93,68,1018,0,0,0,0,100,1,100,100,0,0,4.9,306.03,5.69,304.7,1.53,315,8.64
2019/2/16,5,,11.37,74,1018.2,0,0,0,0,100,0,100,100,0,0,5.69,304.7,6.76,295.2,2.6,303.69,15.12
2019/2/16,6,,10.58,25,1018.2,0,0,0,0,100,0,100,0,0,0,6.7,53.75,9.09,56.31,7.17,72.47,10.44
2019/2/16,7,,12.55,26,1018.2,0,0,0,0,59,0,59,0,0,75.65,1.3,123.69,1.8,90,3.22,153.43,6.48
2019/2/16,8,,15.07,25,1017.6,0,0,0,0,0,0,0,0,22.34,318.62,1.08,360,1.44,360,1.48,345.96,8.64
2019/2/16,9,,17.59,22,1017.2,0,0,0,0,0,0,0,0,60,508.19,2.81,129.81,2.9,97.13,2.16,90,10.8
2019/2/16,10,,18.7,19,1016.6,0,0,0,0,4,0,4,0,60,550.02,5.69,124.7,6.88,96.01,6.13,93.37,11.16
2019/2/16,11,,18.84,19,1015.9,0,0,0,0,2,0,2,0,57.45,401.39,7.2,126.87,8.76,99.46,7.99,97.77,19.44
2019/2/16,12,,19.76,20,1015.2,0,0,0,0,10,0,10,0,58.72,500.18,6.12,118.07,8.28,90,7.93,87.4,10.08
2019/2/16,13,,18.9,21,1014.5,0,0,0,0,10,0,10,0,53.62,341.76,2.28,71.57,6.41,51.84,6.37,47.29,16.56
2019/2/16,14,,19.77,22,1013.5,0,0,0,0,10,0,10,0,53.62,459.24,5.01,338.96,9.36,360,9.73,357.88,21.6
2019/2/16,15,,18.91,25,1013,0,0,0,0,10,0,10,0,53.62,501.96,9.89,326.89,15.79,335.77,16.12,336.3,25.56
2019/2/16,16,,17.22,30,1013.4,0,0,0,0,10,0,10,0,53.62,233.18,11.46,313.73,18.39,319.76,18.39,319.76,12.24
2019/2/16,17,,14.24,40,1014.2,0,0,0,0,0,0,0,0,53.62,125.49,8.53,297.65,16.98,302.01,14.58,302.91,8.64
2019/2/16,18,,12.96,43,1014.7,0,0,0,0,0,0,0,0,11.46,0.89,6.92,297.9,13.01,284.42,8.12,282.8,7.2
2019/2/16,19,,12.42,47,1015.1,0,0,0,0,0,0,0,0,0,0,5.9,322.43,11.28,286.7,4.83,296.57,10.08
2019/2/16,20,,11.64,51,1015.6,0,0,0,0,0,0,0,0,0,0,4.02,333.43,9.66,296.57,2.04,315,10.08
2019/2/16,21,,11.05,57,1015.8,0,0,0,0,0,0,0,0,0,0,2.1,329.04,6.79,302.01,0.8,333.43,7.56
2019/2/16,22,,10.59,64,1015.3,0,0,0,0,0,0,0,0,0,0,1.94,338.2,4.84,318.01,1.14,18.43,3.96
2019/2/16,23,,10.54,66,1015.1,0,0,0,0,0,0,0,0,0,0,2.88,360,5.01,338.96,2.28,18.43,3.24
